chr,locus,model,start,stop,ori,is_TE,is_expressed,is_representative,annotation
Chr3,LOC_Os03g15150,LOC_Os03g15150.1,8275173,8275766,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g15160,LOC_Os03g15160.1,8281017,8287741,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g15170,LOC_Os03g15170.1,8290926,8292045,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15180,LOC_Os03g15180.1,8294689,8306264,-,N,Y,Y,PH domain containing protein  expressed
Chr3,LOC_Os03g15190,LOC_Os03g15190.1,8307296,8311557,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15200,LOC_Os03g15200.1,8321388,8321588,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15210,LOC_Os03g15210.1,8322835,8323686,-,N,Y,Y,DUF292 domain containing protein  expressed
Chr3,LOC_Os03g15220,LOC_Os03g15220.1,8327284,8328581,-,N,Y,Y,DUF292 domain containing protein  expressed
Chr3,LOC_Os03g15230,LOC_Os03g15230.1,8329114,8331769,-,N,Y,Y,DUF292 domain containing protein  expressed
Chr3,LOC_Os03g15240,LOC_Os03g15240.1,8337593,8339497,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15250,LOC_Os03g15250.1,8339941,8344641,-,N,Y,Y,lectin-like receptor kinase  putative  expressed
Chr3,LOC_Os03g15260,LOC_Os03g15260.1,8346452,8348188,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15270,LOC_Os03g15270.1,8352021,8353723,+,N,Y,Y,gibberellin receptor GID1L2  putative  expressed
Chr3,LOC_Os03g15280,LOC_Os03g15280.1,8361117,8361332,+,Y,N,Y,hypothetical protein
Chr3,LOC_Os03g15290,LOC_Os03g15290.1,8369347,8370978,+,N,Y,Y,beclin-1  putative  expressed
Chr3,LOC_Os03g15300,LOC_Os03g15300.1,8371397,8372629,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g15310,LOC_Os03g15310.1,8378009,8380068,+,Y,N,Y,transposon protein  putative  unclassified
Chr3,LOC_Os03g15320,LOC_Os03g15320.1,8384206,8386091,+,N,Y,Y,glyoxal oxidase-related  putative  expressed
Chr3,LOC_Os03g15330,LOC_Os03g15330.1,8386579,8387055,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15340,LOC_Os03g15340.1,8396569,8397445,+,N,Y,Y,plastocyanin-like domain containing protein  putative  expressed
Chr3,LOC_Os03g15350,LOC_Os03g15350.1,8398817,8405867,+,N,Y,Y,Sel1 repeat domain containing protein  putative  expressed
Chr3,LOC_Os03g15360,LOC_Os03g15360.1,8406853,8408296,-,N,Y,Y,nmrA-like family domain containing protein  expressed
Chr3,LOC_Os03g15370,LOC_Os03g15370.2,8409934,8410545,+,N,Y,N,ubiquitin fusion protein  putative  expressed
Chr3,LOC_Os03g15370,LOC_Os03g15370.1,8409934,8412377,+,N,Y,Y,ubiquitin fusion protein  putative  expressed
Chr3,LOC_Os03g15380,LOC_Os03g15380.1,8413175,8415066,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15390,LOC_Os03g15390.1,8415632,8419201,-,N,Y,Y,GA17271-PA  putative  expressed
Chr3,LOC_Os03g15400,LOC_Os03g15400.1,8423263,8424084,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15410,LOC_Os03g15410.1,8429310,8433531,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15420,LOC_Os03g15420.1,8434789,8437206,+,N,Y,Y,dynamin family protein  putative  expressed
Chr3,LOC_Os03g15430,LOC_Os03g15430.2,8437361,8441970,-,N,Y,N,Ser/Thr protein phosphatase family protein  putative  expressed
Chr3,LOC_Os03g15430,LOC_Os03g15430.1,8437361,8441970,-,N,Y,Y,Ser/Thr protein phosphatase family protein  putative  expressed
Chr3,LOC_Os03g15440,LOC_Os03g15440.1,8458131,8461082,+,N,Y,Y,basic helix-loop-helix  putative  expressed
Chr3,LOC_Os03g15450,LOC_Os03g15450.1,8473370,8477922,+,Y,Y,Y,retrotransposon protein  putative  Ty3-gypsy subclass  expressed
Chr3,LOC_Os03g15460,LOC_Os03g15460.1,8487523,8489384,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15470,LOC_Os03g15470.1,8497496,8498191,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15480,LOC_Os03g15480.1,8501364,8505676,+,N,Y,Y,heat shock protein DnaJ  putative  expressed
Chr3,LOC_Os03g15490,LOC_Os03g15490.1,8507021,8507871,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g15500,LOC_Os03g15500.1,8512896,8515716,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g15510,LOC_Os03g15510.1,8517473,8520726,+,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15520,LOC_Os03g15520.1,8521356,8527511,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15530,LOC_Os03g15530.1,8530910,8533071,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15540,LOC_Os03g15540.1,8546944,8551685,-,N,Y,Y,HEAT repeat family protein  putative  expressed
Chr3,LOC_Os03g15550,LOC_Os03g15550.1,8558745,8562801,+,N,Y,Y,phosphatidylinositol-4-phosphate 5-kinase  putative  expressed
Chr3,LOC_Os03g15560,LOC_Os03g15560.1,8568445,8572063,+,N,Y,Y,wibg  putative  expressed
Chr3,LOC_Os03g15570,LOC_Os03g15570.1,8572865,8577500,-,N,Y,Y,STE_MEKK_ste11_MAP3K.12 - STE kinases include homologs to sterile 7  sterile 11 and sterile 20 from yeast  expressed
Chr3,LOC_Os03g15580,LOC_Os03g15580.1,8581500,8596770,-,N,Y,Y,AT hook motif family protein  expressed
Chr3,LOC_Os03g15590,LOC_Os03g15590.1,8597328,8600511,-,N,Y,Y,eukaryotic translation initiation factor  putative  expressed
Chr3,LOC_Os03g15600,LOC_Os03g15600.1,8603939,8609101,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15610,LOC_Os03g15610.1,8611460,8614642,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15620,LOC_Os03g15620.1,8615628,8621456,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15630,LOC_Os03g15630.1,8623309,8624568,+,N,Y,Y,harpin-induced protein 1 domain containing protein  expressed
Chr3,LOC_Os03g15640,LOC_Os03g15640.1,8627917,8628224,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15650,LOC_Os03g15650.3,8629761,8635165,+,N,Y,N,vacuolar sorting protein  putative  expressed
Chr3,LOC_Os03g15650,LOC_Os03g15650.1,8629761,8635165,+,N,Y,Y,vacuolar sorting protein  putative  expressed
Chr3,LOC_Os03g15650,LOC_Os03g15650.2,8629761,8635165,+,N,Y,N,vacuolar sorting protein  putative  expressed
Chr3,LOC_Os03g15660,LOC_Os03g15660.1,8635965,8637099,-,N,Y,Y,AP2 domain containing protein  expressed
Chr3,LOC_Os03g15670,LOC_Os03g15670.1,8641812,8642651,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g15680,LOC_Os03g15680.1,8651497,8653224,+,N,Y,Y,nodulation-signaling pathway 2 protein  putative  expressed
Chr3,LOC_Os03g15690,LOC_Os03g15690.1,8656387,8660017,+,N,Y,Y,phosphate carrier protein  mitochondrial precursor  putative  expressed
Chr3,LOC_Os03g15690,LOC_Os03g15690.2,8656387,8660017,+,N,Y,N,phosphate carrier protein  mitochondrial precursor  putative  expressed
Chr3,LOC_Os03g15700,LOC_Os03g15700.1,8660124,8663021,-,N,Y,Y,splicing factor 3A subunit 2  putative  expressed
Chr3,LOC_Os03g15710,LOC_Os03g15710.1,8664064,8666146,-,N,Y,Y,strictosidine synthase  putative  expressed
Chr3,LOC_Os03g15720,LOC_Os03g15720.2,8668051,8671138,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15720,LOC_Os03g15720.1,8668090,8671138,+,N,Y,N,expressed protein
Chr3,LOC_Os03g15730,LOC_Os03g15730.1,8673598,8676582,+,N,Y,Y,S-RNase-binding protein  putative  expressed
Chr3,LOC_Os03g15730,LOC_Os03g15730.2,8673598,8676582,+,N,Y,N,S-RNase-binding protein  putative  expressed
Chr3,LOC_Os03g15740,LOC_Os03g15740.1,8679110,8682336,+,N,Y,Y,uncharacterized TPR repeat-containing protein  putative  expressed
Chr3,LOC_Os03g15750,LOC_Os03g15750.1,8683553,8687628,-,N,Y,Y,ASC1  putative  expressed
Chr3,LOC_Os03g15760,LOC_Os03g15760.1,8688386,8692079,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15770,LOC_Os03g15770.1,8698047,8702758,+,N,Y,N,tyrosine protein kinase domain containing protein  putative  expressed
Chr3,LOC_Os03g15770,LOC_Os03g15770.3,8698047,8702288,+,N,Y,N,tyrosine protein kinase domain containing protein  putative  expressed
Chr3,LOC_Os03g15770,LOC_Os03g15770.2,8698047,8702288,+,N,Y,Y,tyrosine protein kinase domain containing protein  putative  expressed
Chr3,LOC_Os03g15780,LOC_Os03g15780.4,8702788,8707276,-,N,Y,N,anthranilate synthase component I-1  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g15780,LOC_Os03g15780.1,8702788,8707794,-,N,Y,Y,anthranilate synthase component I-1  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g15780,LOC_Os03g15780.2,8702788,8707794,-,N,Y,N,anthranilate synthase component I-1  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g15780,LOC_Os03g15780.5,8702788,8707794,-,N,Y,N,anthranilate synthase component I-1  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g15790,LOC_Os03g15790.1,8712632,8714651,-,N,Y,Y,ZOS3-08 - C2H2 zinc finger protein  expressed
Chr3,LOC_Os03g15800,LOC_Os03g15800.1,8718110,8719870,-,N,Y,Y,B4-BTB2 - Bric-a-Brac  Tramtrack  Broad Complex BTB domain with B4 subfamily conserved sequence  expressed
Chr3,LOC_Os03g15810,LOC_Os03g15810.1,8720361,8728030,-,N,Y,Y,AAA-type ATPase family protein  putative  expressed
Chr3,LOC_Os03g15820,LOC_Os03g15820.1,8728642,8729157,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g15830,LOC_Os03g15830.1,8732767,8736090,+,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g15840,LOC_Os03g15840.1,8737120,8741197,+,N,Y,Y,glycosyl transferase  group 1 domain containing protein  expressed
Chr3,LOC_Os03g15850,LOC_Os03g15850.1,8741871,8744130,-,N,Y,Y,josephin  putative  expressed
Chr3,LOC_Os03g15860,LOC_Os03g15860.1,8749799,8752908,+,N,Y,Y,mitochondrial carrier protein  putative  expressed
Chr3,LOC_Os03g15870,LOC_Os03g15870.1,8753551,8756023,+,N,Y,Y,ribosomal protein L4  putative  expressed
Chr3,LOC_Os03g15880,LOC_Os03g15880.1,8761498,8767009,+,N,Y,N,coronatine-insensitive protein  putative  expressed
Chr3,LOC_Os03g15880,LOC_Os03g15880.5,8761498,8767009,+,N,Y,N,coronatine-insensitive protein  putative  expressed
Chr3,LOC_Os03g15880,LOC_Os03g15880.3,8761498,8767009,+,N,Y,N,coronatine-insensitive protein  putative  expressed
Chr3,LOC_Os03g15880,LOC_Os03g15880.2,8761498,8767009,+,N,Y,N,coronatine-insensitive protein  putative  expressed
Chr3,LOC_Os03g15880,LOC_Os03g15880.4,8761498,8767009,+,N,Y,Y,coronatine-insensitive protein  putative  expressed
Chr3,LOC_Os03g15890,LOC_Os03g15890.3,8767518,8770510,-,N,Y,N,RNA recognition motif containing protein  expressed
Chr3,LOC_Os03g15890,LOC_Os03g15890.1,8767518,8770548,-,N,Y,Y,RNA recognition motif containing protein  expressed
Chr3,LOC_Os03g15890,LOC_Os03g15890.2,8767518,8770536,-,N,Y,N,RNA recognition motif containing protein  expressed
Chr3,LOC_Os03g15900,LOC_Os03g15900.2,8776183,8786054,+,N,Y,Y,SH3 domain containing protein  expressed
Chr3,LOC_Os03g15910,LOC_Os03g15910.1,8788612,8790378,+,N,Y,Y,membrane protein  putative  expressed
Chr3,LOC_Os03g15920,LOC_Os03g15920.3,8788612,8790378,-,N,Y,N,expressed protein
Chr3,LOC_Os03g15920,LOC_Os03g15920.1,8788612,8790420,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g15920,LOC_Os03g15920.2,8788612,8790379,-,N,Y,N,expressed protein
Chr3,LOC_Os03g15930,LOC_Os03g15930.1,8790747,8795463,+,N,Y,N,OTU-like cysteine protease family protein  putative  expressed
Chr3,LOC_Os03g15930,LOC_Os03g15930.3,8790747,8795738,+,N,Y,N,OTU-like cysteine protease family protein  putative  expressed
Chr3,LOC_Os03g15930,LOC_Os03g15930.2,8790747,8795544,+,N,Y,Y,OTU-like cysteine protease family protein  putative  expressed
Chr3,LOC_Os03g15940,LOC_Os03g15940.1,8797848,8799836,+,N,Y,Y,OsWLIM2 - LIM domain protein  putative actin-binding protein and transcription factor  expressed
Chr3,LOC_Os03g15950,LOC_Os03g15950.1,8800461,8805102,-,N,Y,Y,enolase  putative  expressed
Chr3,LOC_Os03g15960,LOC_Os03g15960.2,8805567,8806601,+,N,Y,N,hsp20/alpha crystallin family protein  putative  expressed
Chr3,LOC_Os03g15960,LOC_Os03g15960.1,8805567,8806601,+,N,Y,Y,hsp20/alpha crystallin family protein  putative  expressed
Chr3,LOC_Os03g15970,LOC_Os03g15970.1,8807328,8809212,+,Y,Y,Y,transposon protein  putative  Mariner sub-class  expressed
Chr3,LOC_Os03g15980,LOC_Os03g15980.1,8809434,8809879,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g15990,LOC_Os03g15990.1,8815022,8817344,+,N,Y,Y,EDM2  putative  expressed
Chr3,LOC_Os03g16000,LOC_Os03g16000.1,8819144,8824333,+,N,Y,Y,src homology-3 domain protein 3  putative  expressed
Chr3,LOC_Os03g16010,LOC_Os03g16010.1,8827645,8833588,+,N,Y,Y,BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1 precursor  putative  expressed
Chr3,LOC_Os03g16020,LOC_Os03g16020.1,8833913,8834377,-,N,Y,Y,hsp20/alpha crystallin family protein  putative  expressed
Chr3,LOC_Os03g16030,LOC_Os03g16030.1,8834823,8835802,+,N,Y,Y,hsp20/alpha crystallin family protein  putative  expressed
Chr3,LOC_Os03g16040,LOC_Os03g16040.1,8838031,8838510,-,N,Y,Y,hsp20/alpha crystallin family protein  putative  expressed
Chr3,LOC_Os03g16050,LOC_Os03g16050.1,8841268,8843069,-,N,Y,Y,fructose-1 6-bisphosphatase  putative  expressed
Chr3,LOC_Os03g16060,LOC_Os03g16060.1,8851332,8854444,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16070,LOC_Os03g16070.3,8854463,8859539,-,N,Y,N,expressed protein
Chr3,LOC_Os03g16070,LOC_Os03g16070.1,8854463,8859343,-,N,Y,N,expressed protein
Chr3,LOC_Os03g16070,LOC_Os03g16070.2,8854463,8858883,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16080,LOC_Os03g16080.2,8865964,8869220,+,N,Y,N,mitochondrial carrier protein  putative  expressed
Chr3,LOC_Os03g16080,LOC_Os03g16080.1,8865964,8869220,+,N,Y,Y,mitochondrial carrier protein  putative  expressed
Chr3,LOC_Os03g16090,LOC_Os03g16090.1,8870184,8875401,-,N,Y,Y,LIM domain-containing protein  putative  expressed
Chr3,LOC_Os03g16090,LOC_Os03g16090.2,8870184,8873381,-,N,Y,N,LIM domain-containing protein  putative  expressed
Chr3,LOC_Os03g16100,LOC_Os03g16100.1,8882859,8883116,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16110,LOC_Os03g16110.1,8884166,8889707,+,N,Y,N,Ser/Thr protein phosphatase family protein  putative  expressed
Chr3,LOC_Os03g16110,LOC_Os03g16110.2,8884166,8889782,+,N,Y,Y,Ser/Thr protein phosphatase family protein  putative  expressed
Chr3,LOC_Os03g16110,LOC_Os03g16110.3,8884166,8888482,+,N,Y,N,Ser/Thr protein phosphatase family protein  putative  expressed
Chr3,LOC_Os03g16120,LOC_Os03g16120.1,8892154,8895558,-,N,Y,Y,myosin heavy chain-related  putative  expressed
Chr3,LOC_Os03g16120,LOC_Os03g16120.4,8892154,8895558,-,N,Y,N,myosin heavy chain-related  putative  expressed
Chr3,LOC_Os03g16120,LOC_Os03g16120.2,8892154,8895558,-,N,Y,N,myosin heavy chain-related  putative  expressed
Chr3,LOC_Os03g16120,LOC_Os03g16120.5,8892154,8895558,-,N,Y,N,myosin heavy chain-related  putative  expressed
Chr3,LOC_Os03g16120,LOC_Os03g16120.3,8892154,8895558,-,N,Y,N,myosin heavy chain-related  putative  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.1,8896186,8901979,-,N,Y,Y,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.6,8896203,8901979,-,N,Y,N,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.3,8896203,8901979,-,N,Y,N,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.5,8896279,8897471,-,N,Y,N,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.4,8896203,8901979,-,N,Y,N,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16130,LOC_Os03g16130.2,8896203,8901979,-,N,Y,N,CAMK_CAMK_like_ULKh_APGy.2 - CAMK includes calcium/calmodulin depedent protein kinases  expressed
Chr3,LOC_Os03g16140,LOC_Os03g16140.3,8902704,8906147,-,N,Y,N,digalactosyldiacylglycerol synthase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g16140,LOC_Os03g16140.1,8902704,8906354,-,N,Y,Y,digalactosyldiacylglycerol synthase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g16140,LOC_Os03g16140.4,8902704,8906354,-,N,Y,N,digalactosyldiacylglycerol synthase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g16140,LOC_Os03g16140.2,8902704,8906345,-,N,Y,N,digalactosyldiacylglycerol synthase  chloroplast precursor  putative  expressed
Chr3,LOC_Os03g16150,LOC_Os03g16150.2,8909153,8911928,-,N,Y,Y,mannose-1-phosphate guanyltransferase  putative  expressed
Chr3,LOC_Os03g16150,LOC_Os03g16150.1,8909153,8912958,-,N,Y,N,mannose-1-phosphate guanyltransferase  putative  expressed
Chr3,LOC_Os03g16150,LOC_Os03g16150.3,8909153,8911824,-,N,Y,N,mannose-1-phosphate guanyltransferase  putative  expressed
Chr3,LOC_Os03g16160,LOC_Os03g16160.1,8916617,8917153,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g16170,LOC_Os03g16170.2,8921370,8923437,-,N,Y,N,protein phosphatase 2C  putative  expressed
Chr3,LOC_Os03g16170,LOC_Os03g16170.1,8921370,8923437,-,N,Y,Y,protein phosphatase 2C  putative  expressed
Chr3,LOC_Os03g16180,LOC_Os03g16180.1,8925152,8926843,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g16190,LOC_Os03g16190.1,8927714,8928238,+,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g16200,LOC_Os03g16200.1,8931380,8931661,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g16210,LOC_Os03g16210.1,8938348,8941319,-,N,Y,Y,tropinone reductase  putative  expressed
Chr3,LOC_Os03g16210,LOC_Os03g16210.2,8939417,8941319,-,N,Y,N,tropinone reductase  putative  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.1,8945063,8947981,-,N,Y,Y,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.6,8945063,8947981,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.3,8945065,8947972,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.2,8945110,8947981,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.5,8945110,8947981,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16220,LOC_Os03g16220.4,8945110,8947912,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family domain containing protein  expressed
Chr3,LOC_Os03g16230,LOC_Os03g16230.1,8949956,8952130,-,N,Y,Y,oxidoreductase  short chain dehydrogenase/reductase family protein  putative  expressed
Chr3,LOC_Os03g16230,LOC_Os03g16230.2,8949956,8952243,-,N,Y,N,oxidoreductase  short chain dehydrogenase/reductase family protein  putative  expressed
Chr3,LOC_Os03g16250,LOC_Os03g16250.1,8960896,8963315,-,Y,N,Y,retrotransposon protein  putative  unclassified
Chr3,LOC_Os03g16260,LOC_Os03g16260.1,8963965,8966806,-,N,Y,Y,protein kinase  putative  expressed
Chr3,LOC_Os03g16270,LOC_Os03g16270.1,8968910,8969494,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16280,LOC_Os03g16280.1,8971767,8974571,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16290,LOC_Os03g16290.1,8983003,8984181,+,N,Y,Y,fringe-related protein  putative  expressed
Chr3,LOC_Os03g16300,LOC_Os03g16300.1,8997242,9002539,-,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16310,LOC_Os03g16310.1,9003624,9006236,-,Y,Y,Y,retrotransposon protein  putative  LINE subclass  expressed
Chr3,LOC_Os03g16320,LOC_Os03g16320.1,9006865,9009306,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16334,LOC_Os03g16334.1,9011583,9016580,+,N,Y,Y,fringe-related protein  putative  expressed
Chr3,LOC_Os03g16350,LOC_Os03g16350.1,9022590,9023976,+,N,Y,Y,DNA binding protein  putative  expressed
Chr3,LOC_Os03g16369,LOC_Os03g16369.2,9028771,9035337,-,Y,Y,N,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16369,LOC_Os03g16369.1,9029464,9035337,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16390,LOC_Os03g16390.1,9039563,9041499,-,N,Y,Y,avr9/Cf-9 rapidly elicited protein  putative  expressed
Chr3,LOC_Os03g16400,LOC_Os03g16400.1,9047556,9051458,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16410,LOC_Os03g16410.1,9051855,9052322,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16420,LOC_Os03g16420.1,9062789,9063712,+,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16430,LOC_Os03g16430.1,9064856,9068078,+,N,Y,Y,RNA polymerase sigma factor  putative  expressed
Chr3,LOC_Os03g16430,LOC_Os03g16430.2,9064856,9068078,+,N,Y,N,RNA polymerase sigma factor  putative  expressed
Chr3,LOC_Os03g16440,LOC_Os03g16440.1,9068339,9074062,+,N,Y,Y,outer membrane protein  OMP85 family  putative  expressed
Chr3,LOC_Os03g16450,LOC_Os03g16450.1,9074313,9076863,+,N,Y,Y,pentatricopeptide  putative  expressed
Chr3,LOC_Os03g16460,LOC_Os03g16460.1,9075623,9079409,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16470,LOC_Os03g16470.1,9079602,9080939,+,N,Y,N,expressed protein
Chr3,LOC_Os03g16470,LOC_Os03g16470.2,9079602,9081544,+,N,Y,N,expressed protein
Chr3,LOC_Os03g16470,LOC_Os03g16470.3,9079602,9080940,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16480,LOC_Os03g16480.1,9084475,9085960,+,N,Y,Y,zinc finger family protein  putative  expressed
Chr3,LOC_Os03g16490,LOC_Os03g16490.1,9089779,9092442,-,N,N,Y,hypothetical protein
Chr3,LOC_Os03g16500,LOC_Os03g16500.1,9096263,9098434,+,N,Y,Y,aspartic proteinase nepenthesin precursor  putative  expressed
Chr3,LOC_Os03g16530,LOC_Os03g16530.1,9107555,9115766,-,Y,Y,Y,retrotransposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16540,LOC_Os03g16540.1,9120571,9123276,+,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16550,LOC_Os03g16550.1,9123826,9124146,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16560,LOC_Os03g16560.1,9131111,9131554,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16570,LOC_Os03g16570.3,9132796,9136684,+,N,Y,N,zinc finger  C3HC4 type domain containing protein  expressed
Chr3,LOC_Os03g16570,LOC_Os03g16570.2,9132796,9136684,+,N,Y,Y,zinc finger  C3HC4 type domain containing protein  expressed
Chr3,LOC_Os03g16570,LOC_Os03g16570.1,9133117,9136698,+,N,Y,N,zinc finger  C3HC4 type domain containing protein  expressed
Chr3,LOC_Os03g16580,LOC_Os03g16580.1,9138551,9143660,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16600,LOC_Os03g16600.1,9157589,9157885,-,N,Y,Y,expressed protein
Chr3,LOC_Os03g16610,LOC_Os03g16610.1,9167558,9170334,-,N,Y,Y,laccase precursor protein  putative  expressed
Chr3,LOC_Os03g16620,LOC_Os03g16620.1,9175521,9177275,+,Y,Y,Y,transposon protein  putative  unclassified  expressed
Chr3,LOC_Os03g16630,LOC_Os03g16630.1,9180943,9181761,-,Y,Y,Y,retrotransposon protein  putative  Ty1-copia subclass  expressed
Chr3,LOC_Os03g16640,LOC_Os03g16640.1,9183404,9184216,+,Y,N,Y,retrotransposon protein  putative  Ty3-gypsy subclass
Chr3,LOC_Os03g16650,LOC_Os03g16650.1,9186433,9187411,-,Y,N,Y,retrotransposon protein  putative  Ty1-copia subclass
Chr3,LOC_Os03g16660,LOC_Os03g16660.1,9195509,9197227,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16670,LOC_Os03g16670.1,9202541,9204717,+,N,Y,Y,haloacid dehalogenase-like hydrolase family protein  putative  expressed
Chr3,LOC_Os03g16680,LOC_Os03g16680.1,9217046,9217408,+,N,N,Y,hypothetical protein
Chr3,LOC_Os03g16690,LOC_Os03g16690.1,9218766,9224183,+,N,Y,Y,oxysterol-binding protein  putative  expressed
Chr3,LOC_Os03g16700,LOC_Os03g16700.1,9247331,9252610,+,N,Y,Y,initiator-binding protein  putative  expressed
Chr3,LOC_Os03g16700,LOC_Os03g16700.2,9247825,9252610,+,N,Y,N,initiator-binding protein  putative  expressed
Chr3,LOC_Os03g16700,LOC_Os03g16700.3,9248134,9252610,+,N,Y,N,initiator-binding protein  putative  expressed
Chr3,LOC_Os03g16700,LOC_Os03g16700.4,9248282,9252610,+,N,Y,N,initiator-binding protein  putative  expressed
Chr3,LOC_Os03g16709,LOC_Os03g16709.1,9259812,9260747,+,N,Y,Y,expressed protein
Chr3,LOC_Os03g16718,LOC_Os03g16718.1,9261272,9265343,-,Y,Y,Y,expressed protein
Chr3,LOC_Os03g16730,LOC_Os03g16730.1,9266217,9269866,+,N,Y,Y,expressed protein
